Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","562.98047","Escherichia coli 4ab40810-7bb9-11e9-a8d3-68b59976a384","fig|562.98047.peg.248",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.100204","Escherichia coli d6262e5a-7bb9-11e9-a8d3-68b59976a384","fig|562.100204.peg.554",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.56764","Escherichia coli strain 1035-14","fig|562.56764.peg.851","PU70_00395",,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.97768","Escherichia coli cf58c6b0-7bb8-11e9-a8d3-68b59976a384","fig|562.97768.peg.1024",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98320","Escherichia coli 68d2082e-7bb9-11e9-a8d3-68b59976a384","fig|562.98320.peg.327",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97256","Escherichia coli VREC1394","fig|562.97256.peg.1748",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.45916","Escherichia coli strain URMC_108","fig|562.45916.peg.2795","ELT32_02400",,"1545",,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.45401","Escherichia coli strain BR32-DEC","fig|562.45401.peg.2409","ETE46_11755",,"1545",,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99755","Escherichia coli 8d953362-7bb8-11e9-a8d3-68b59976a384","fig|562.99755.peg.515",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100758","Escherichia coli 927ded38-7bb8-11e9-a8d3-68b59976a384","fig|562.100758.peg.393",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.145078","Escherichia coli PT_EC0031","fig|562.145078.peg.1157",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57104","Escherichia coli strain 24742_1#14","fig|562.57104.peg.233",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.96479","Escherichia coli VREC0695","fig|562.96479.peg.326",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.97801","Escherichia coli 832dbdae-7bb8-11e9-a8d3-68b59976a384","fig|562.97801.peg.119",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.42820","Escherichia coli strain MUGSI_106","fig|562.42820.peg.237",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99678","Escherichia coli 5338df10-7bb9-11e9-a8d3-68b59976a384","fig|562.99678.peg.131",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.97867","Escherichia coli 0b5918a4-7bb9-11e9-a8d3-68b59976a384","fig|562.97867.peg.860",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.42666","Escherichia coli strain 194","fig|562.42666.peg.710",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42741","Escherichia coli strain 412","fig|562.42741.peg.916",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57177","Escherichia coli strain 24742_1#148","fig|562.57177.peg.2740",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.97297","Escherichia coli VREC1430","fig|562.97297.peg.1117",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.100162","Escherichia coli e90d1246-7bb8-11e9-a8d3-68b59976a384","fig|562.100162.peg.327",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99595","Escherichia coli 92f2b5cc-7bb9-11e9-a8d3-68b59976a384","fig|562.99595.peg.407",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.144930","Escherichia coli MGL_1550","fig|562.144930.peg.447",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"K-mer Search","Antibiotic Resistance","PATRIC","562.96511","Escherichia coli VRES0743","fig|562.96511.peg.1568",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100871","Escherichia coli d1eae9d4-7bb9-11e9-a8d3-68b59976a384","fig|562.100871.peg.298",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.100415","Escherichia coli 932743f6-7bb8-11e9-a8d3-68b59976a384","fig|562.100415.peg.376",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100121","Escherichia coli fd3bfa2a-7bb8-11e9-a8d3-68b59976a384","fig|562.100121.peg.797",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.98476","Escherichia coli 7ea11ace-7bb8-11e9-a8d3-68b59976a384","fig|562.98476.peg.246",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97307","Escherichia coli VRES1503","fig|562.97307.peg.725",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57508","Escherichia coli strain PB84","fig|562.57508.peg.1152",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.99570","Escherichia coli e49773f0-7bb8-11e9-a8d3-68b59976a384","fig|562.99570.peg.2845",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.96833","Escherichia coli VREC0953","fig|562.96833.peg.495",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,,,,
"BLAT","Antibiotic Resistance","CARD","562.135572","Escherichia coli MGL_123","fig|562.135572.peg.654",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.97439","Escherichia coli VREC1560","fig|562.97439.peg.626","AMK99_18525",,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97017","Escherichia coli VREC1123","fig|562.97017.peg.238",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.96744","Escherichia coli VREC1630","fig|562.96744.peg.1140",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100341","Escherichia coli 0dbb855a-7bb9-11e9-a8d3-68b59976a384","fig|562.100341.peg.1453",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.96936","Escherichia coli VRES1620","fig|562.96936.peg.1710",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.7693","Escherichia coli strain 503459_aEPEC","fig|562.7693.peg.354","ERS085367_00352",,"1545",,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,,,,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.57384","Escherichia coli strain PB90","fig|562.57384.peg.1097",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,,,,
"BLAT","Antibiotic Resistance","CARD","562.42854","Escherichia coli strain MUGSI_257","fig|562.42854.peg.4348",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.73372","Escherichia coli strain BB1441","fig|562.73372.peg.2819","JFD_02797",,"WP_001281243.1",,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"K-mer Search","Antibiotic Resistance","PATRIC","562.97363","Escherichia coli VREC1476","fig|562.97363.peg.301",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99001","Escherichia coli 5ef3f4a2-7bb9-11e9-a8d3-68b59976a384","fig|562.99001.peg.384",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.98983","Escherichia coli 341cf22e-7bb9-11e9-a8d3-68b59976a384","fig|562.98983.peg.1080",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.57244","Escherichia coli strain 24742_1#195","fig|562.57244.peg.676",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.7691","Escherichia coli strain 703063","fig|562.7691.peg.657","ERS139259_00636",,"WP_001281243.1",,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.99445","Escherichia coli 4db2b674-7bb9-11e9-a8d3-68b59976a384","fig|562.99445.peg.2094",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.57390","Escherichia coli strain W1_5_ERB3","fig|562.57390.peg.1313",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.99606","Escherichia coli a9cdef82-7bb9-11e9-a8d3-68b59976a384","fig|562.99606.peg.386",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.45634","Escherichia coli strain EC_49","fig|562.45634.peg.1446","EXX48_01180",,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97079","Escherichia coli VREC1193","fig|562.97079.peg.870",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.97425","Escherichia coli VREC1566","fig|562.97425.peg.464",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99775","Escherichia coli cffb363e-7bb8-11e9-a8d3-68b59976a384","fig|562.99775.peg.814",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
